key,tweets,gt_type,pred_type
6212,الخوت انا بغيت اليد لي شدا تليفون تمس الكعبة شريفة وتحفض ليكوم وليدكوم ولي متو الله يرحمهوم يارب عونو ختكوم غير بابوني فضلان وليس امران,0,1
6213,narii,0,0
6214,كتشوف وجهك وسط المرايا تمن راسك كاعي قاع ما كيضحك ليك,0,0
6215,tsaida 5 5,1,1
6216,آولاد مي مينة لي تايموتو على ميروندينا,1,0
6217,بنت المدينة القديمة,1,1
6218,ضرك يلعبوها ماشفوش تعليقي أنا نقلك ربي يطول في عمر ميمتك وربي يحقق واش في قلبك ديرلي أبوني متخيهاش في خاطري,1,0
6219,itsme slvm salma krane hobi,1,1
6220,wa da fuq ist fany,1,0
6221,قناتنا الخاصة ب القرآن الكريم رزقكم الله الفردوس,0,1
6222,شارك في قناتي فضلا لا أمرا تحياتي للجميع,1,1
6223,مرحبا بيكم في قناتتتتييي,1,1
6224,dk lqlawi kydir bhl attack on titans,1,0
6225,مجينينة ديال مكناس كيغني,0,0
6226,الراب تاعكم الدراري عياااان,0,1
6227,خلينا نعتارفو بلي black rose أقود ألبوم فتاريخ الموسيقى العربية و ماشي غي المغربية huge respect to madd,1,1
6228,masterpiece thank you,1,1
6229,piece of art,1,1
6230,madd always perfect,1,1
6231,ما عندي مانقول من غير top et bravo fréro rak nadi,1,1
6232,شكون كيرتاح فاش كيسمع القرأن الكريم يخبط لايك يارب أتوسل إليك بإسمك الأعظم أن ترزق صاحب اليد التي ستدعمني فرحة يسجد لها باكيا بكل أمنياته,0,1
6233,toop,1,0
6234,walah 5 les jours où 39 écoute et répète son ennuyeux walah très cool,1,0
6235,madd ya khoooo,1,0
6236,kayn,1,0
6237,the best ever,1,1
6238,broooo this is wooooork fo artttt,0,1
6239,it so funny,1,1
6240,hadchi m9weeeeed bjaahd,1,0
6241,ma9awde,1,0
6242,this song rah bzaaaaaaaf,1,1
6243,a7ssan m1dd frl3alam,1,0
6244,ça dechiiiiiiiir wele wele,1,1
6245,nadiii,1,0
6246,ba9i kan njri me3ak,1,0
6247,oooooh mnimtaa ana kantsnaaaaaa traaack,1,1
6248,sat khasak chi ft m3a diib wala pause 3rafti wila konto 3bikom trac sf atkon la9wada keep going bro,1,1
6249,a9waaaaaad traaaack nta m9wdd bzf mo7aalch ifhmuuuk,1,0
6250,beaucoup love madd,1,1
6251,ta rah layomkin,1,0
6252,hey like ur music knsm3 lihom ktr mka n9ra khososa dik stylo and srvire mhm kmlin btw knsm3 lihom kol yom hahahah iendk sot nadi flrna,1,1
6253,ناااضي خويا ولكن علاش تتلوح نجومك غير على سترينكات,1,0
6254,nadia madd,1,1
6255,baqi kanjerii,0,0
6256,linaaaa knchofk,1,0
6257,لا علاقة مع الواقع صراحة,0,0
6258,louuuurd,1,1
6259,it 39 time for the triple,1,0
6260,double deeee ya salam,1,1
6261,didn 39 expect that from you,1,0
6262,madd m9awd,1,0
6263,respect a7la rap maroc clombya,1,1
6264,la9wada medd,1,0
6265,m9awad,1,0
6266,sheeeesh,1,0
6267,madd,1,
6268,nice,1,1
6269,madd,1,0
6270,mehdi is the best wlaaah,1,1
6271,عجبني بزاف البلان ديال الطبيب النفسي لي كيهضر معاه و كيجاوبو وا مهدي مقوووود,0,1
6272,مزيااان استط فيق لينا حاري حتا هو يرد عليك بشي كلاش راه الراب نعس هاذ الفترة,1,0
6273,لوصل هاذ ديسك ل1m عرفو انا لكملتها,1,0
6274,king black rose,1,1
6275,sheeesh,1,0
6276,madd madd,1,1
6277,king black rose,1,1
6278,href madd wla b7al venom fl film dial spiderman,1,0
6279,7ari be like لماذا نحن هنا,1,0
6280,أم صديقي توفيت فهل من مترحم,0,0
6281,toop,1,0
6282,وااو واعر وزين بزاف الله يوفقك,1,1
6283,هادشي حار هههه,1,0
6284,we want to see 1m,0,1
6285,nadi,1,0
6286,underrated brojola nadi,1,1
6287,nadii wakha ma kadirch like lcomment public,1,0
6288,nady,1,0
6289,7ari سأخبر الله بكل شئ,1,1
6290,nadeeee,1,1
6291,lonely,1,0
6292,lyouma tndenses,1,0
6293,kayjiiiiiiw m3ak ndader,1,1
6294,wlefna madd lmélodique,0,1
6295,naaadi,1,0
6296,finahwa oussama tech,1,1
6297,tardegtiiii liya khariiii,1,0
6298,اياياي حاريي تحواا فهاد طراااك,1,0
6299,هارب في راصو هاذا بنادم كيفاش راك تخمم يرحم الوالدين,1,0
6300,مسكين عاد باقي حادي حاري,1,0
6301,clasha 7ari lakhar,1,0
6302,ha liyam chabka clachat,1,0
6303,7ari ana kant wa,0,1
6304,مقلتيش ey ey ey,1,0
6305,faynu dak 7ari yje ytmzek,1,0
6306,hmm 7ari,1,0
6307,russ,1,0
6308,big respect bro instru mrid flow hareb lyrics zwinin kolech simple but developed to the next level harabtiha bro roujoula,1,1
6309,اللخر يطفي معاه الضو كل راس العام فيه شيطان كيشعل لعافية,1,0
6310,خدمة نقية قلت لك,1,1
6311,that is the really rap my niggga will find me above if you try to get me,1,0
6312,bravo,1,1
6313,هولي شيت غتشعل,1,0
6314,like it mzika dyal bssah,1,1
6315,safi baraka,1,1
6316,lkoooo mad,1,0
6317,ولد أسفي كاين,1,1
6318,madd khoya big up rak m9awad bejahd,1,1
6319,number one,1,1
6320,herbaaaan had l9lawy,1,0
6321,tle3i kedaaba,1,0
6322,so fucking lite wa3er wa3er wa3er,1,0
6323,ضربة قوية,1,0
6324,kaaaaaayn,1,0
6325,doly tash madd 7ayd 7ayd ichlibidich 7ari choooookran mroccan rap ylh zid mab9ach zidona 4 nkmlo fr9a 9wadt frap zido ch3loha,1,0
6326,href madd l3ab bwa7ed technik hammer hard brudii kras 7ari würd gefickt alter ohne spaß lil pump nigga,1,0
6327,ايييه على مولانا إيدييه النعاس,1,0
6328,href صداع راس,1,0
6329,itoouub wow,1,1
6330,كشما نلقى جزائريين هنا حط جام,1,0
6331,عطاه الحقيقة لي متافق معايا يخبط جيم,1,0
6332,مديرش روحك مشفتش ادخل اسمع الغنية ديالي انشاء الله تعجبك,0,1
6333,khari,0,1
6334,dima kijibouha m3a lbonne annee b7al lbig l3am lfayt,1,1
6335,waaaa yarbii m9awdaaaa,1,0
6336,9asaman bilaah ilaa trackk 7arii knt kantmzkoo lo fach la7o lil dani n3asss 3lih,1,0
6337,بالروجولة دارلو داكشي ديال ديس فيتاس,1,0
6338,aaa7 nayda clash,1,0
6339,3eti lmoooooo,1,1
6340,safi baraka,1,1
6341,لا والو حواك البوال بروح رياضية,1,0
6342,7ari 7reek rap tani,1,1
6343,ريحت شيااااط,1,0
6344,m9aaaweeeed,1,0
6345,ooooooooooooh shiiiiiiit rip bwwaaal,0,0
6346,wa l9wadaa,1,0
6347,track harb wa bzaaaaf madd,1,1
6348,كايرابي هاد خونا بحال قرطاس النسا وا دقوا على بوز فلو الله يرحم باكم,1,0
6349,ههه عاودتي حردتيه فنفس البلاصة وخى هد المرا بقى مبرااات,1,0
6350,ey eyy,1,1
6351,nta 3arf 3ndk zllal wahd fhad lgame blama tb9a do9 3la kulchi safy baraka,1,0
6352,ga3ma ghansni 5 snin 3la wed short hoodie m9awda haadi,1,0
6353,hit ana li mfeedi itsmenmadd is god like,1,1
6354,is it just me ola madd kay ghani b7al lil pump,1,0
6355,صافي بركة واش بقى لك ما تقول,1,1
6356,hada hwa bif li bghina,1,0
6357,lil pump dyal maghrebe,1,0
6358,kyn,1,0
6359,كان بغااا اقول اي اي اي تفكر واو,1,1
6360,madd tkleft biha kayn madd,1,0
6361,wa m9aaaawde,1,0
6362,zlal wahd flgame,1,0
6363,لقوادا نيشان,1,1
6364,hegaaaaar,1,0
6365,inspiration 9artas nssa,0,0
6366,حاري مكيطلعش بدون كلاش,1,0
6367,هههههه بارك من نقلة من مراكنة,1,1
6368,ماد دير شي قلب وحقرب تحويتيه,1,0
6369,bekiti weld,1,1
6370,sharshmooo,1,0
6371,nice feed man,1,1
6372,يوزع,1,0
6373,أين لبونشلاين أنا لا أراه كلاش ديال الله يحسن العوان,1,0
6374,farga3toh baraka 3alih,1,1
6375,khari,0,1
6376,أحردوووو,1,0
6377,wa ma3ataltihch,1,0
6378,الرقية الشرعية درتي ليه,1,0
6379,ma3tlouch hhh,1,0
6380,7arii khasuu i3yet ela lhaaaj ikteb lihh ila bgha yrbeh lbeef,1,0
6381,7rrddooo,1,0
6382,hhhhh t9ays 3lih,1,0
6383,toto nhar 27 b3id asat,0,0
6384,hola hola n7bes rap man backi chocolat la had nota 9lil li ghayfehma bzaaaf hhhh,1,0
6385,تكرفص عليه,1,0
6386,no words masterpiece sat dima katmet3na,1,1
6387,he 39 baaaaack madd n9aa mn n9awa,1,0
6388,oh my dexty it 39 so fire madd ur legend can 39 it was perfect ma tseninash ela walo you are just amazing ur vibes give me energy knowing is dark but its real,0,1
6389,masterpiece,1,1
6390,bravo,1,1
6391,chhal m9aweeeeeed,1,1
6392,masterpiece 9bel mantzzeklo,1,1
6393,projet m9awd brouuuuujola,1,0
6394,من بعد ماربحنا بلجيكا لاح ماد ديالنا ديكستر غاقولي لي كي بغيتوني مانكونش ناشط,1,0
6395,nta m9aweeddd abroo matb9ach tghber lah yhfdk,1,0
6396,a9wad nhar rwina,1,0
6397,shawty it 39 not what think,0,0
6398,اكثر شخص يستحق الشهرة بسبب المحتوا الذي يقدمه madd احسن رابور 90,1,1
6399,madd 3la slama,1,1
6400,l9wada,1,0
6401,a7la madd,1,1
6402,فرحا ت المنتخب و زيد هاد طراك المقووووووووووود شي موتا حلال نجربوها مبغيتش نسحااا من هادشي,1,1
6403,brooo bzaaaaf,1,0
6404,dexter,1,1
6405,mkheeby labo ki dexter,1,0
6406,m9ws mn dahrk,1,0
6407,nhar makayt3awedch,1,0
6408,بغينا التراك ديالك مع snor,1,0
6409,aaaaaa damn,0,0
6410,ach had l9wadaaaaaa,1,0
6411,fireeeeeee fireeeee,1,1
6412,fx twsl 1m fkroni,1,0
6413,nadi ki deeema,1,0
6414,chfty 7ari rj3 onta trj3 wlkinn kaayn mqawdd,1,0
6415,bandz bandz no discussion,1,1
6416,ana li kntsna album sd9 dexter track,0,0
6417,ana frhan bzaf bzaf,1,1
6418,tfkerna mra mra,1,0
6419,madd wla kayt3aweed bzzzf,1,0
6420,wa hwak hari jawbo m3a karek,1,0
6421,maa ymknch chhl nadii,1,0
6422,kan ki s7ab liya album,1,0
6423,tfoo sala track,0,0
6424,rien à dire tooop bro good job,1,1
6425,رحلة إلى الفضاء تزطل باطل إبداع,1,0
6426,yeah it 39 l9wada,1,0
6427,bravo 3lik,1,1
6428,track harrrrb,1,0
6429,perfect,1,1
6430,m9aaaawd,1,0
6431,can 39 believe bli mzl mawslat 1m views come on guys had song tstahl 10m views chi haja unbelievable,1,0
6432,big up hermano tooop,1,1
6433,my fvt moroccan artist haaarb,1,1
6434,href quot either ways public tay consommer wakha matatgoul ta joumla moufida quot toto atchdo depression 3awd,0,0
6435,ptn khey wallah es trop forts zabi piss khu,1,1
6436,l3afiaaaaaaa,1,1
6437,lhmd li mzl fay9in fiiiire kif dima love it,1,1
6438,niiiiiice,1,1
6439,كتحرد ليا حاري كل مرا,1,0
6440,href href clash l7ari,1,0
6441,wow top music,1,1
6442,traaach m9weeed,1,0
6443,chaaaaaaaaaaaaaud 3chiri,1,0
6444,omg,1,0
6445,كون أنا لحت بحال داك الألبوم لي لحتي كون بقيت قرن عاد تلوح طراك,1,1
6446,played this music to my cat ma tra walu 3jbha track sf,1,1
6447,mbrouk lmochtaj madd,1,1
6448,href assme3 7ari,1,0
6449,تحت شعار لي نعس تخور,1,0
6450,hadchi 5asso clip maymknch,1,0
6451,top bro,1,1
6452,big up broo hadchhii ki 3awnii,1,1
6453,this shit is hard,0,0
6454,hhhhhhh hssit bik alakh 7ari hhh nice maad you are the best,1,1
6455,href hna fin bda track,1,0
6456,دري خاصو يدير مليون كلاشا لينا حاري بالفن,1,1
6457,wa sir db wa7d simana had track wedni love you man no homo,1,1
6458,كلمات الأغنية يحساب لك انا مسالي باش نكتب لك الكلمات الله يهديك اااااا سميتك معندك شغل,1,0
6459,track nadiii,1,1
6460,hna mdemriin zedti 3lina,0,0
6461,lin3ees tkhweer,1,0
6462,فينك يا خاري فينك راه صرفقك ماد عوتاني,1,0
6463,li kayghaniw ala bouliss drogue kiyaharbo ki ychofoha dayza href href mdr,1,0
6464,pray to god tsana edenia t3awadlik,0,1
6465,لي نعسوا تخوروا هههه,1,0
6466,nadia,1,1
6467,kadiro interview katebano jlija,0,0
6468,بولسيا ورايا هههه,1,1
6469,معجبنيش رأي شخصي ونتوما,1,0
6470,فيلم واعر بزاف بغينا جزء الثاني فأقرب وقت,1,1
6471,فيلم واعر بغينا جزء تاني فأقرب وقت اخي ياسين شفناك كتغبر بزاف,1,0
6472,متعطلوش علينا فجزء تاني راه كنتسناو,1,0
6473,لفيلم كان وااااااعر كيف ديما نحماق عليكم عاودتو تلاتا ديال لمرات هههههههههه,1,0
6474,احسن افلام هما ديالكم كاملين ومتعطلوش ف الجزاء ثاني ها العار,1,0
6475,بغينا حلقة 2 ناري كعجبني هدا رضى,1,1
6476,ماتبقاوش تغبرو علينا راه كاع الأفلام أو فلوكات تفرجت فيهم,1,0
6477,دابا حتا شوقتينا لجزء تاني اصاحبي بروجولا لوحو ف اقرب وقت,1,1
6478,نطالب بالجزء التاني,1,0
6479,فيلم واعر أحلى ياسين و أحلى فاتي,1,1
6480,عندي احساس بلي مول الماسك هو ياسين وعجبني الفيلم بزاااف بزااف بغينا جزء تاني فأقرب وقت,0,1
6481,اول كومونطير واخيرا الفلم اخويا ياسين بالتوفيق عارفين غادي اكون ناضي,1,1
6482,فيلم القنبلة واااعر بزااف تفرجت فيه شي 3 المرات او باغا هيمتا يتحط الجزء التاني في اقرب وقت بتوفيق,1,1
6483,toooop,1,1
6484,فيلم ناضي نتمناو تحطنا الجزء الثاني في أقرب وقت نموت عليكم نتا ولغزالة ديانا فاتي تحياتي من فاس,1,1
6485,كضحكني جكير فلم زوين شكرا,1,1
6486,العار جزء تاني مفيا مايصبر,1,0
6487,zwiiiine bezaaaf tooop,1,1
6488,الله يعطيكم الصحة احسن فيلم,1,1
6489,toooooop,1,1
6490,فيلم واعر,1,0
6491,فيلم ناضي وحق الرب بغينا الجزء الثاني طلعتلي الدم فاش تسلا كنت مكنصونطري معاه نيرو خويا الفسر دير الجزء الثاني ولا نجي نتعشا عندك فدار راني فسلا حاليا,1,0
6492,إمتة غادي يتحط الجزء الثاني و ثالت إنشاء الله تشوقنا نشوفو الكمالة,0,1
6493,الجزء 2 فأقرب وقت أخويا ياسين عفاك,1,0
6494,احسن قانة في العالم واحلا خويا نيرو وختي فاتي زريقة راك ناضي في هاد الفيلم,1,1
6495,شعب يوريد جزء ثاني,1,0
6496,مايمكنش وا أخييرا تحقق حلمي أو لحتو فلم حيت تواحشناكم ديال بصح بزاااف كانبغيكم نتمنى تحوبوني,0,0
6497,برافو عليك نيرو فعلتها مرة اخرى فيلم زوين,1,1
6498,جميع عبارات وصف تقاداو وحق الله على كل حال الله إسهل عليكم و دراري تبارك الله عليهم,1,1
6499,فيلم أكثر من رائع هذه ليس المرة الأولى إنما جميع افلامك رائعة أتمنى لك التوفيق خويا ياسين و ربي يسهل عليك,1,1
6500,الله يعطيكم الصحة اخويا ياسين كتعرفوا تمثلوا كندخل اليوتيوب على قبلكم باش نشوفكم واش حطيتوا شي فديوا وكنبغي ختي فاتي بزاف او سلم عليها او مبروك عليكم,1,1
6501,تبارك الله على خويا ياسين وختي فاتي والجوكير وولاد سلا كاملين كنحييكم على هاد المحتوى الرائع والتمثيل بطريقة احترافية أقسم بالله العظيم إلى راكم هربانين بزاف على السينما المغربية بسنوات ضوئية ربي يحفظكم ويسعدكم كاملين وشكرا,1,1
6502,طوووب أحسن ممثلة فاتي او أخي ياسين الله ايخليكم لبعضكم ان شاء الله يارب او الله يفكك على الخير يارب,1,1
6503,top à khoya néro,1,1
6504,تبارك الله عليكم,1,1
6505,الوقت صعاابتششششش و الدنيا تبدلاتششششششش,1,0
6506,href احسن طوبل,1,0
6507,احسن واجمال فيلام افلام ديلكوم كمالين مزونين والكين هدا مزون بزاااااااف الحلم ديلي نتلق بيكوم انا سكان فلحوم دفطوش المضيق,1,1
6508,يستاهل كول تعب لي عملتو عليه,1,0
6509,tbarkalah 3likom khouya film ktar man nadi walh,1,1
6510,nadi alhouya tooop b9a dir bhal haka,1,0
6511,dakxi wa3r obzaf partie 2 a9rab wa9t,1,0
6512,a7san yassin ou fati fl3lam film sara7a fl mostawa b3ina joz2 tani fi a9rab wa9t,1,1
6513,barvo 3likom allh ykhlikom dima hoka,1,1
6514,فلم وااعر فحال ديمة عادل مول ببوش عندو أحسن ببوش الصراحة,1,1
6515,mat3tlouch 3lina lfilm 3afakom,1,0
6516,ahsan filam fiy l3lam kaml,1,1
6517,waa akhiran,1,1
6518,nero fach kayghbar kijib m3ah lharb mt3etlchi 3alin partie 2,1,0
6519,khoya yassin bgina ljoza 2 inchalah kayan yassin nero ahsan sane3 aflam mbrok 3lik khoya tahyati,1,1
6520,انا متحمس للجزء الثاني لا تتاخر يا ياسين انا لؤي من مدينة نكناس,1,1
6521,الجزء التاني عفاك,0,0
6522,tooooop sarbi hatna zojaaa tani plz,0,0
6523,kantssna part 2 bfarigh sabr,1,0
6524,داك مول لماسك لكحل هوا ياسين شكون حس بهادشي,1,0
6525,كندا كعرف ربي و القتيل,1,1
6526,bonne courage kaml matwo9afch وي ha matb9ach trbar 3lina bzzzzzzzzzzzzzzzzzzzaf,1,1
6527,bghina part 2,0,1
6528,هذ شي لي مكنبغيش و فين الجزء الثاني امتا غدي يتحط,0,0
6529,رائع,1,1
6530,نااااري اخويا ياسين كغندير دبا نتسنا لجزأ تاني عافاك مسربي ألوحو لينا لفيلم واااااعر بزاااف أفوق المستوى ياريت كون كانو كيتعرضو بحال هاد الافلام فتلفازا,0,1
6531,t3atlto bzaffff,0,0
6532,الوحش الأدمي فالاخر ايطلع هو ياسين لي طلق فاطمة الزهراء فالأول تمشي فحالها,1,0
6533,الله يطلق سراح رضا,0,1
6534,الاخوان شكون عارف سميت ديك الاغنيه اللي كان داير فالفلم ديال جيبولي حلالي راه قلبت عليها ومطلعاتش,0,0
6535,wach jat m3aya mikanik,1,0
6536,3la slamtk akhay,1,1
6537,had yotabuu3 taal 3am jaay 3ad 3athat,1,0
6538,قنيطرة مدينتي لعزيزة مرحبااااااا,1,1
6539,أنا كنقول بأن هذ مول القناع غدي يكون ياسين نيرو شكون شاكك بحالي بالي غدي يكون هو يجي يدير لايك او يگلس حدايا,1,0
6540,ديما سلا,1,1
6541,انا نشرب وتا تكب ليا خاطار هاد زريقه,1,0
6542,hhh khouty ana rah machi haka rah olahita derayf rah gha yassin layehdih ki hatna fchi mawa9if laysemah lik ayassin,1,0
6543,هاد لفلم برعاية سناسل,1,0
6544,فاطمة الزهرة والكريشة تباركلاه,1,1
6545,kemel,1,0
6546,تبارك الله عليكم وديما كانشوف فاطمة الزهراء فالقرية,1,1
6547,chkaaambaaaaaaa,1,1
6548,ناري اصحبي داك النهار شفتك فسلا بطونوبيل واقف يالله بغيت نجي ندوي معاك ونتا تتحرك,0,1
6549,khoya imta jozea 2,0,1
6550,لقيتو يوتيوب مترع,1,1
6551,adil katgoliha weld l7ouma ou nta fkenitra,1,0
6552,نضا,1,0
6553,اول وحدة تفرج,1,0
6554,بقا تشوف و نشوف فيك ا طجين الحوت,1,0
6555,برافو سعد متألق كالعادة رغم أنف الحاقدين href تحية من بنت الجزائر,1,1
6556,اغنية مغربية بامتياز صوت رايع,1,1
6557,أغنية من ألحاننا الشعبية المغربية و لباسنا التقليدي المتوارث على جدودنا مغاربة و نفتخر برافو سعد و لكل فريق العمل,1,1
6558,اغنية حماسية الكل يرقص وأنت تريد أن ترقص لكن كلماتها تمنعك من ذلك,0,0
6559,كم أنت عالمي يا سعد,1,1
6560,الاغنيه حلوه جدا كلمات ولحن واداء وصوت طبعا والممثلين يجننوا خفه دم واخيرا المعزه,1,1
6561,رجعنا لأغاني سعد القديمه الرائعه افضل فنان عربي احلا تحيه من ليبيا,1,1
6562,الأغنية رائع جدا احببتها ابدعت يا سعد,1,1
6563,الاغاني تجرح والقرآن يشرح,0,1
6564,أغنية راااائعة وفيديو كليب أروع,1,1
6565,love the energy in this song,1,1
6566,أنا بعمري ما سمعت غناء مغربي بهذا الجمال من كلمات وألحان ما شاء بتجننا يا سعد المجرد كل الحب لك من دمشقية,1,1
6567,15 millions yeeeess,1,1
6568,الاغنية وااعرة ماكرهناشي تزيدنا شي اغنية اخرى فحالى والله حتى جا معاك الشعبي,1,1
6569,تبارك الله عليك خويا سعد صاحب الدوق الرفيع برافو دائما متألق كا العادة برافو سعد,1,1
6570,احسن مغني عالمي تبارك الله,1,1
6571,التراث المغربي حاضر و بقوة تحية كبيرة للفنان الكبير و الصوت الذي لن يكرره الزمن سعد,1,1
6572,كنحبوووووه بزاف بزاف اخ ياربي صدق فنان الفنان كل اغانيه ناجحه وتجيب الفرحه,1,1
6573,عمل رائع بالتوفيق والنجاح في جميع أعمالك,1,1
6574,غير نتا لكاين أخاي سعد صعيب شي واحد يعوضك فالساحة الفنية نتا هو الفنان المفضل الله يخليك ديما فالقمة,1,1
6575,سعد الفنان رقم واحد في العالم العربي,1,1
6576,أكيد سعد غادي ينزل لينا الجديد فالصيف كذلك,1,1
6577,افضل اغنيه في العالم الكل يحبها,1,1
6578,والله كل ماهو مغربي يدخل القلب بدون وسيط فن ازياء فكاهة أجواء href وطني الثاني الله يحفظها تحية قلبية مفعمه بالعششق من href للمعلم وبلاده,1,1
6579,الأغنية تهببببببببل والصوت خيااااااااال,0,1
6580,جمالك يا سعد تحية من ليبيا الي الحبيب,1,1
6581,تبارك صوت روعة,1,1
6582,انه حقآ عام استثنائي ومميز للمغرب كان أجملها تأهل المغرب للكأس العالم والآن ازدان بتحفة موسيقية لسعد مجرد انه مغرب ياسادة فخامة من هذا منبر أهدي لحبيبة سحر في فاس أغنية اشحبارك لاباس عليكويالحبيبة واش مازال عارفني ولا محال قوليلي فين هذا لغيبة كنحماق عليك يا لكبيدة تحياتى من بشار الجزائر,1,1
6583,عشرون مليون مشاهدة على الأبوااااب,1,1
6584,اغنية جد جميلة,1,1
6585,احلي سعد تحيه لكم من مصر اغنيه جميله اووي بشغلها كل يوم بالشغل,1,1
6586,لمجرد تحية من اليمن للمغرب الشقيق,1,1
6587,طلة لائقة اغنية العودة,1,1
6588,روووعة,1,1
6589,go to 30 millions,1,1
6590,جميل جدا برافو سعد,1,1
6591,بتجنن الغنيه بس ياريت حدا يترجم ياها,1,1
6592,machaallah 3la wald bladna tbarkallah bravo,0,1
6593,الاغنيه حرفيا إدمان يا جدعان معظم المشاهدات تقريبا بتاعتي احلى سعد لمجرد مبروك النجاح الساحق متابعك من مصر,1,1
6594,ثقتي بالناس اللي غروا بيك و زادوا مافيها باس كل واحد عندوا حسادو برافو في القمة كالعادة,0,1
6595,الحمد الله على السلامة اغنية رائعة,1,1
6596,نموت عليكم اخواننا المغاربة اكبر تحية ليكم من الجزائر لا للفتنة نموتو عليكم برافو سعد من اجمل اصوات المغرب,1,1
6597,تبارك الله على ولد بلادي الله احفضك من عين الحساد عين الحسود فيها عود,1,1
6598,الفن الذي لا يموت خلي معاك واحد ابوني,1,1
6599,سعد لمجرد يقدر يكون ممثل رائع بحال الأم ديال الأغنية رائعة جدا tooooooop tooooooop bravo bravo,1,1
6600,عجبني التمتيل ديالو اقسم بالله غير تجيه الكوميديا و الله غير قمه في التمثيل و الغناء برافو برافو برافو,1,1
6601,الله لا يحرمنا من صوت سعد المجرد,0,1
6602,كل مايكسروه يرجع ناجح كثر من اول برافووووو تهبل الاغنية,1,1
6603,انا من العراق عمري ٣٠ احب أغاني سعد لمجرد,1,1
6604,هذا هو الكليب ولا حيد بحالك ماكله ودواء خاي سعد الله يحفظك,1,1
6605,أغنية زوينة كلمات ولحن وتصوير والأجمل أداء وصوت سعد عجيب هاد الفنان في كل أزمة كيطلع أقوى و أقوى شكرا لكل من شارك في هذا العمل,1,1
6606,نحن عاجزين على مدى وصفنا لمدى المجهود الجبار الذي اتحفنا به نجمنناوفناننا المغربي سعدالمجرد وجميع طاقم العمل,1,1
6607,الحمدلله على سلامتك ربي يحفظك ويسعدك ويوفقك يارب العالمين تحياتى لكل الشعب المغربي الحر,1,1
6608,اغنية لا يمل من سماعها تحس فيها بعبق الثقافة الشعبية المغربية الأصيلة و الكليب لعب دور مهم في نجاحها عودة موفقة سعد و كل واحد عندو حسادووو,1,1
6609,bravo s3d,1,1
6610,yaaa benim adamım türkiye den selamların en güzeli sana,1,1
6611,വ റ ല വൽ പ ള,1,0
6612,بجنن كوميدي سعد ابدع,1,1
6613,هد ا لصيف العرسات ناشطين مع أغنية سعدوشي,1,1
6614,إنسان تأخذ منه العبرة في الصمود و الكفاح,1,1
6615,بالرغم من كل شيء أحترم في هذا الفنان إحياؤه الدائم لثراث بلده وحرصه على تسليط الضوء عليه دائما ابنة المليون ونصف شهيد مرت من هنا,0,1
6616,تبارك الله كلمات الملحن المخرج زيدنا سعد بحال هذ الاغاني مغربية بالحان مغربية عطا الله موسيقتنا مغربية شمال جبال الموسيقا الريف زوينا بزاف الشرق الركادة الوسط احيدوس موسيقا حاحا مراكش صويرا كناوا الحسانية عطا الله موسيقا مغربية خرجها وغني بدارجة مغربية وموسيقا مغربية,1,1
6617,اخواتنا المغاربه بدنا تكتبولنا كلمات الاغنيه,1,
6618,دائما سعد لا ينسى أن يستقدم شيئا من ثراتنا المغربي إنه لفخر لنا نحن كمغاربة بهذا الفنان,1,1
6619,اهدي هاد الكلمات كاملة لمرتي href,0,1
6620,عمي مسخوط واعر واعر توب خطير و روعة,1,1
6621,فنان اصيل ما يفوتش شي عمل بدون لمسة مغربية وصوت ولا اروع احسنت سعد,1,1
6622,كل شي جميل في المغرب عادات وتقاليد ولباس,1,1
6623,mais une bombe cette musique chui choquée ce mec est vraiment unstoppable dima maghreb,1,1
6624,أغنية زوينة و كليب نقي أحسن مافيه تقاليدنا المغربية اللي لا يعلى عليها برافو سعد عودة قوية ان شاء الله,1,1
6625,هادي الاغنية خاصها تدير ترند والله كنبغيك بزاف يا سعد,1,1
6626,أنا أخوكم تونسي و أأكد لكم أنه لو أضيف مقطع قصير quot للقعدة quot أكيييييد سوف تزيد تميزا و عضمة و المغاربة يدركون قيمة القعدة و مكانتها في التراث مغربي المتميز و يفهمون معنى كلامي جيدا,1,1
6627,ألف ألف مبرووووك التراند المغربي والعالمي في أقل من تلاث ساعات سعدوش الرقم الصعب انت وحده من يليق عليه قول تحطيم الارقام ولا أحدا غيرك,1,1
6628,لمعلم دالوقت في الترند المصري باغنية مغربية خالصة هو ده يا معلم نجاحك على اسم اغنيتك عدى الكلام و الكليب جنااااان مليار فرح و حيوية لباااااس,1,1
6629,يله نزيدو 25 مليون وفوق حيت مشاهدات حسيتهم وقفوا,0,0
6630,nicc,1,1
6631,الزين المغربي الحمد لله الذي جعلني مغربي الحمد لله الذي نفخ روحي في رحم مرأة مغربية,1,1
6632,سعد كما العادة يمتعنا بأغنية من صميم التراث الشعبي بصوته الرائع و لمسته الساحرة برافو سعد,1,1
6633,من عنابة الجزائر سلام رؤوف ميلان خاوة خاوة بلا عداوة جيب المعزة,1,1
6634,اغنية أكثر من رائعة من فناننا المحبوب سعد تحية لك من الصحراء المغربية,1,1
6635,اغنية هايلة و تمثيل top بالتوفيق love from,1,1
