tweets,type,class_name
قمة النذل و التفاهة مجتمع سعودي مكبوت على الاخر مع احترامي للاقلية حسبنا الله و نعم الوكيل فيكم و لكم وزر كل من سب او شتم اخوته المسلمين,-1,0
هذا ما يسمى بالنفاق الاجتماعي و تضارب المصالح,-1,0
اللهم امين يا رب العالمين,0,0
عند الامتحان يعز المرء او يهان يارب توفيقك لتلاميذنا و تلميذاتنا اللهم افتح عليهم فتح العارفين و سدد اجاباتهم يارب العالمين امين,1,0
بوادر أزمة حكومية في الأفق,-1,0
يارب امين,1,0
تماما و الله احسن,1,0
الله يحفظ و صافي,1,1
اذن حسن يبقى ساكت غادي غ يفشلنا,-1,1
اصلا ما زال ما غلبنا لاننا الى غلبناهم غ ينقصو ف الثمن و ما دام هما نقصو يعني ما زال ما باقين فالمقاطعة,-1,1
الله يهدي ما خلق,-1,1
خاصك غ ضبطي المقادير,0,1
واحد السؤال يتبادر الى الادهان الان الى خرجت اعلى سلطة في البلاد تطالب الشعب بوقف المقاطعة فما سيكون قراركم يا شعب المداويخ شاركونا ارائكم,0,1
الاستغفار يفتح الأقفال ويشرح البال ويكثر المال ويصلح الحال أستغفر الله العظيم الذي لا اله الا هو الحي القيوم و اتوب اليه عدد خلقه و رضا نفسه و زنة عرشه و مداد كلماته,1,0
اتفق معك,1,0
احسن لك و الله لكن من باب الحذر وجب العلم تحياتي,1,0
اللهم اجعلنا ممن تدركهم الرحمة ثم المغفرة ثم العتق من النار في هذا الشهر الفضيل,1,0
امين يا رب,0,0
تماما لا يستطيع المرء ان يتحكم فيه,0,0
لا هو على غرار هاد المقولة كيطعن ف بزاف د المسائل اللي ما خاصو يناقشها بالمرة و انا من معارضيه,-1,1
مزيان هواية و صافي,1,1
هناك ما يسمى بانجذاب الارواح تقدر الواحد ما تعرفو و لكن تشوفو ترتاح ليه قبل ما تتبادل معاه الحديث وهناك العكس سبحان الله,1,1
اللهم امين يا رب العالمين,0,0
المراة ليست ملزمة بخدمة زوجها و اولادها في البيت كاينا شي فتنة كبر من هاادي,-1,1
اااه على فكرة صوتك يشبه لصوتها لكني لست ممن يشجعون على الغناء,-1,1
الله يدير شي تاويل ديال الخير اوصافي البلاد ما بقا فيه ما يعجب,-1,1
كما يقولو ما ديرش ما تخافش الله يحد البأس,1,1
ااه جميل واش هذا فيديو مركب او انكم كتغنيو بجوحكم,1,1
هادي هي المشكلة يتغطاو بالوطنية و هم ينهبون و يسلبون,-1,1
اهل مكة ادرى بشعابها لكن الدنيا دوارة و اذا سرك زمن ساءتك ازمان هذا رأيي,0,0
لا تعطي اسرارك لاحد كي لا يستغلهم ضدك,0,0
المسألة و ما فيها اننا نقدرو نداركو الموقف بالاطلاع على الكتب و ما الى ذلك على عكس ميولكم,1,1
باش نخرجو من هاد دار غفلون اللي عايشينها لازم من التضحية باش توصل لنتيجة تفرح خاصك تضحي بالغالي و النفيس,1,1
الميول دبا عاد عرفت علاش كيخوني التعبير,-1,1
وحدها لا تكفي,-1,0
نقطة مزيانة ف مادة علمية اهون و اسهل من نقطة مزيانة ف مادة ادبية,1,1
ها الفتن اللي كنت نحذر منهم بسبابو هو سبب بزاف د الفتن و منهم هذه,-1,1
بارك الله فيك,1,0
انه تخصصي و افضله على باقي الميادين الاخرى لهذا عليك احترامه,1,0
بن كيران خرج بتصريح يدعو فيه الشعب المغربي لوقف و قال ليكم اللي غلب يعف و يرجى ايقاف و اقول لك دائما المواطن هو اللي يعف يعف على التعليم وعلى الصحة وعلى الشغل وعلى الغلاء اوا و نتوما علاش غادي تعفو على النهب والسلب الشعب تدمر بغا يشوف الملموس والواقع يتبدل,-1,1
انظر وتمعن ايها المغربي يامن تتلحف السماء وتفترش الارض يامن جعلت من الحاويات موائد لك انظر ايها التلميذ يامن تتلقى تعليمك تحت جدران مهترئة وطاولات وسبورة مكسورة انظر ايها المغربي اين ولمن تعطى الملايين وانت تئن من الجوع ومن الفقر ومن الجهل فملايينك وميزانياتك تذهب الى امثال هذا,-1,0
حتى حنا دبا مازال غ ضاحكين,1,1
اللهم امين,1,0
سيادة الوزير طلع ناطق رسمي و محامي ديال الشركات,0,1
اوا الله يرد بينا هدا ما كان,1,1
و الله افضل دول شمال افريقيا و دول العمق الافريقي المسلمة على دول الخليج,1,0
ضحكت من اجل انقاذ مستقبلي,1,0
اللهم امين,1,0
لا توجد دولة ااسلاميه حالها يفرح و السبب لا اعرف هو باين ف الحقيقة يعني باش يتغير حال هاد الامة خاصنا نهتمو بحالنا دينيا و دنيويا و بهاد الوتيرة اللي غادين بيها خاصنا قرون,-1,1
من يفكر هكذا هو المغفل لانه غفل عن طيبوبة هدا الانسان الذي سيفتقده مستقبلا,-1,0
طبقي هاذ الحديث من دبا,0,1
يا رب,1,0
كل ما تفكر فيه ستحصل عليه مع الاخذ في الاعتبار مسألة العمل بالأسباب و الا لن تحصل على شيء,1,1
جميل انامثلا بغيت نغير راسي واش تغيير النفس كيكون غير ف المسائل الدينية الى هكا كنشوفو بعض الدول فيهم تطبيق للمسائل الدينية ام كاينا شي حاجة اخرى خاصها نحطوها ف الاعتبار,0,1
هذا شعارنا,0,0
خاصك تحمدي الله انك باقي عندك ضمير كيأنبك على فعايك اما راه كاينين شي نوع ف بني البشر تديرها قد جبل طوبقال و ما مسوقا,1,1
هاد مرحلة الرغيب راه غير جس نبض الشعب اما هما ما غ يتراجعو الى اخر رمق و نحن لهم بالمقاطعة الى ان يرث الله الارض كنتعجب لقسوحية روسهم اغلب الدول لوقع فيهم سيناريو مماثل استاجبو لشعوبهم في مدة قصيرة,-1,1
واحد المسألة بغيت رأيك فيها ناقشتها مع ناس بزاف و كل يعطي رأيه قال تعالى لن يغير الله ما بقوم حتى يغيرو ما بأنفسهم هاد تغيير انفسنا كيف غ يكون ف نظرك,0,1
الى الحكومة و ما جاورها كيف تريدون من الشعب ان يرضخ لمطلبكم بالتراجع عن من اجل مصلحة الوطن و انتم من واجهتموه بآذان بلاستيكية عندما كان يطالبكم بالتخلي عن تقاعدكم السمين ام ان الوطن لنا وحدنا و خيراته لكم فلتستمر المقاطعة حتى اشعار اخر كلكم مسؤول و كلكم مسؤول عن رعيته,-1,0
سياسة مغربية,0,0
كلمات تبكي العين و الله,-1,0
اللهم امين و الله يرزقنا حسن الخاتمة,1,0
انا كيبان ليا لا اشتراكية لا رأسمالية غ تنجح مع هاد القوم هادو خاصهم شي ديكتاتورية تحكمهم شي قرن حتى يديرو عقلهم,-1,1
لا نقول الا ما يرضي ربنا حسبنا الله و نعم الوكيل,-1,0
قلت نخليهم حتى يفوت هاد شهر الغفران,0,1
امين يا رب العالمين ان القلب ليحزن و ان العين لتدمع لما يتعرض له هذا الشعب العزيز اللهم فرجك يا رب,-1,0
اللهم اميين يا رب العالمين,0,0
اللهم إنك عفو كريم تحب العفو فاعفو عنا,1,0
اللهم امين يا رب العالمين,0,0
تقبل الله منا و منكم صالح الاعمال,1,0
تختلف طريقة التحضير من منطقة لاخرى المهم انها صحية,1,0
حتى هذا نظر,0,1
امين,1,0
ما ناقصينا فتن اللي فينا يكفينا,-1,1
عندما تلهو الرأسمالية بالقوى الكادحة و تكون الحكومة نائمة فى سبات عميق يعيش الشعب تائها قلقا مهملا ويصبح المستقبل غارقا فى القذارة واش مابانش ليكم نرجعو اشتراكيين حسن,-1,1
فعلا ابدع صاحبها تحياتي,1,0
المريس أو الزميط و هو عبارة عن دقيق الشعير المحمص مع الاعشاب المنسمة ونقوم بخلطه مع اللبن أو الماء شعاره لا للجوع و الظمأ بعد الان جبانية وحدة تخليك تصوم تال العشاء,1,1
هي صافي نقدرو نقولو ضمنا تنظيم المونديال,1,1
الله يجازيك هادشي ف الواقع المعاش ماشي هنا,0,1
,-1,0
أ,-1,0
و تويتر دمر دمرت,-1,0
على أي اساس جابو الداودي للأولى هل بصفته وزير تهمه قضية الشعب و محاولة ايجاد حلول ام بصفته محامي للشركة المزعومة كل اجوبته كانت دفاعا عن الشركة خوفا عليها من مغادرة البلاد يا سيدي تمشي و يجو عشرة حسن منها لم يقترح و لا حل منصف في حق هاد المداويخ,-1,1
اسعد الله يومكم بكل خير,1,0
هذا ما كان و الله يجيبنا ف الصواب,1,1
حفظك الله,1,0
يارب امين,1,0
امين,1,0
الله يسر الامور الدنيا هنا باقية الانسان يدير الخير و ينساه,1,1
اوا هكاك غ نمشي مرفوع الرأس و اراك للفراجة,1,1
بيني معاهم غير الخير و الاحسان الله يحد البأس,1,1
غ نشوف شي حل,0,1
صافي ما بان ليك غ الباذنجان الالا الله يكثر خيرك حتى نتي معاهم,1,1
وجب الحذر لانهم منعطف خطير في حياة الانسان,-1,0
ما مشا معاك باس خذي راحتك,1,1
مصاب راه قاليك حول العالم و حظوظي شبه منعدمة,-1,0
تماما بعض المرات كثرة الهرج و المرج لا تفيد,-1,1
اللهم شافيها و جميع مرضى المسلمين شفاءا لا يغادر سقما,1,0
سيدتى الحسناء لا شيء يضاهي روعة همسك دائما أنام في حضن حروفك ألتمس النقاء هناك سحر وجاذبية تدفعني إلى البقاء معجب بك أنا أيتها الحسناء بل انا احبك يا سيدتى الحسناء هذه الكلمات سمعتها من رجل مختل عقليا يا ل روعة التعبير أعجبتني كثيرا ف سجلتها كلما اعدت قرائتها أتعجب من الأمر,1,0
وصلني الان وفاة أغنى شخص في عالم الدعاية الشاب الميلياردير الأسترالي المسلم علي بنات وهذه وصيته قبل مماته قرر المرحوم الشاب علي بنات أن يتبرع بكامل ثروته من أجل فقراء المسلمين في العمق الإفريقي,1,0
اللهم امين,0,0
الباب اللي يجيك منو الريح سدو و استريح و عندي بزاف ديال الابواب خاصهم يتسدو غير صبرو عليا حتى نشري القفولا,0,1
املنا في الله كبير,1,0
اللهم جنبنا الفتن ما ظهر منها و ما بطن,1,0
للاسف,-1,0
احسنت,1,0
و هي من بين الامور التي افتقدناها نحن العرب,-1,0
تماما فالكلمة الطيبة و الابتسامة مفاتيح لولوج القلوب,1,0
أسعد الله مساءكم,1,0
اللهم اغفر لها و ارحمها و ارزق اهلها الصبر و السلوان,1,0
صحيح كلامك وجب التصدي له و بشتى الطرق,1,0
لن يستطيع العلم اختراع مهدئ للأعصاب أفضل من الكلمة تقال في اللحظة المناسبة,-1,0
القراءة تصنع إنسانا كاملا والمشورة تصنع إنسانا مستعدا والكتابة تصنع إنسانا دقيقا فأيهم تفضلون,1,0
امين,1,0
و عليه السلام نعم القرار هو هذا,1,0
النساء لا يعرفهن الا النساء الناس لا يعرفون سوى توجيه اصابع الاتهام,-1,0
و الله اني لا اتفق مع مسألة الاطباء بقدر ايماني بمسألة الرقية الشرعية على يد اهلها و اقول اهلها او الافضل ان يرقي الانسان نفسه لان القران فيه شفاء لكل الوساوس النفسية و الكروبات,1,0
صحيح و الله اعلم وقرأت الان بوجود حكم كثيرة لمعراج سيدنا محمد صل الله عليه وسلم من القدس بدل مكةمنهاا أن المسجد الأقصى كان فيه اجتماع الأنبياء الذين احتفلوا به وكرموا الرسول بإمامته لهم في الصلاة وفي ذلك إشارة إلى أن دين الإسلام سينتشر على الر,0,0
كاينين شي مسائل اختلف فيهم العلماء و الاحسن العمل بقول الجمهور انت ادعي مع امك و سائر المسلمين من مكانك و القبور خليها لاهلها,0,1
هادشي كامل خذيه من منظورو الايجابي كل بني ادم خطاء و الواحد هو اللي يتعلم من اخطاءه ومنها نيت تعرفي الناس كيف تفكر و كيف تناقشو كيف تنصح و تستافد منهم,1,1
تنقصنا المعرفة في شتى المجالات الناس تطلق احكاما ظاهرية غير مبالية بما ستسببه من ضرر نفسي للمريض تزيد تعقدو كما نقولو و ضرر نفسي لعائلته,-1,1
اقول اولا انه تمت رواية تقول ان المعراج كان من مكة على البراق اما عن كونه من القدس لتبيين المسافة و لكي لا يشك المشركين في القصة و الله اعلم,0,0
يبدو انك عانيت الامرين مع هذه التغريدة,-1,0
حسنا,1,0
امين يا رب,1,0
اللهم امييين يا رب العالمين,1,0
اللهم ارزقنا حسن الخاتمة,1,0
رغم ذلك مقاطعون,0,0
خرج مرفوع الرأس في انتظار تكرار المشهد,1,0
اذا سخر الله لك سببا لبلوغ مقام ما فلا احد سيمنعك ام انني مخطئ,1,0
يارب توفيقك لتلاميذنا و تلميذاتنا اللهم افتح عليهم فتح العارفين و سدد اجاباتهم يارب العالمين امين,1,0
سورة سبأ,0,0
سورة الفاتحة سورة الكهف سورة فاطر,0,0
اكبر منجم سري للذهب بالمغرب السكان اصبحو زومبي يا الله,-1,0
الله يهدي ما خلق,1,0
يا رب,1,0
و الله ما كذبت اول مرة يشدو طريق اللي فيها فايدة,1,1
المشكلة انهم ما بغاو يهبطو للارض و يناقشو الحلول مع الشعب شادين الزكير معا شعب عزيز عليه الزكير,-1,1
هذا مجرد تخويف و ضرب لعواطفنا الحليب ما يخسر للفلاح عطا ربي الحلول يقدر يبيعو يقدر يخرج منو الزبدة و الحليب اصلا هو خاسر بداك الثمن باش يبيعو ليهم,-1,1
معا عاد المقاطعة عيش نهار تسمع خبار حنا دبا اللي تنطبق علينا مقولة القافلة تسير و تتمة راك عارفها,-1,1
اليوم قريت منشور لاحد ما ينعت اصحاب فكرة مقاطعة موازين باصحاب الفكر الداعشي او الدواعش,-1,1
تفائلو بالخير تجدوه,1,0
ان الله اذا احب عبدا ابتلاه,1,0
صلوات ربي و سلامه عليه,1,0
بوركتم,1,0
ان شاء الله,0,0
جاري العمل بها مستقبلا لكن شرط ان يلبو نداء الشعب,1,1
اللهم امين,0,0
الفارق الزمني ساعة و نصف اسف و ليست ساعتان,0,0
تبا لهم و لامثالهم,-1,0
أستغفر الله العظيم الذي لا اله الا هو الحي القيوم و اتوب اليه,1,0
اختلطت عليهم الامور و ما عرفو ما يديرو,-1,1
اللهم امين,1,0
لازم من انتفاضة بحال هاد المقاطعة هي اللي غ ترجع فينا بصيص من الامل و لو القليل المهم المحاولة الى ان يحين اجلنا,1,1
المال زينة الحياة الدنيا اما حنا همنا اخلاقنا او بالاحرى ما بقي منها ان فسدت فلنقرأ على ارواحنا السلام,1,1
ارادة الشعب اللي خلاتو يهدر,1,1
هذا المراد المسألة مسالة اخلاق من الدرجة الاولى اما الفلوس تمشي و تجي,1,1
و لك في رمضان خير دليل هل نحن ملزمون بالمحافظة على الصلاة و الفرائض في رمضان فقط,0,0
حنا يهمنا اخلاقنا و اخلاق االجيل الصاعد نحافظو على ما بقي منها اما المال كلشي غا يتحاسب على كل فلس,1,1
واحد السيد قال الى عجبوكم فاش يتعراو راكم عارفينهم فين يتعراو و سيرو عندهم ماشي تجيبوهم لهاد البلد السعيد و تدمروا فيه ما بقي من اخلاق,-1,1
لا احب الموسيقى و لا اصحابها ولا اهتم بمشاغلهم,-1,0
هدي هي المشكلة مشكلة افكار الناس خداو الدين غ اللي يعجبهم فيه,-1,1
السؤال واش مقاطعة هاد المهرجان حتى هو ضرب لاقتصاد البلاد ام سيخرجون علينا بتهديد اخر,-1,1
الجيل اللي جاي خاصو يكون واعي باللي مصلحة البلاد و الافراد فوق كل اعتبار عاد نجو لمسألة الترفيه,0,1
انهم اهل الكاريكاتور و لك في جرائدنا خير مثال,0,0
و الله م اللي سمعت بالخبر فرحت و هاد المسألة خاص يوعاو بيها الناس لتعم الفكرة و نجد متبرعين اخرين,1,1
امين,1,0
المقاطعة تبدأ من البيوت,0,0
الله يهدي ما خلق,1,1
قصة و عبرة رجل كان ينوي ان يعتمر لهذا العام فسمع بأرملة و لها أيتام تعاني ويلات الفقر فتبرع بمبلغ العمرة لها و لأطفالها,1,0
اللهم اميين يا رب العالمين,0,0
عندي منو الخير الكثير شحال يدير مثلا,1,1
مرات عدة نعطيه و قت حتى يسالي,0,1
امين لنا و لك أخي الكريم,0,0
و الله ما عرفت فين غا يوصلو بهاد الشي المهم كل جامعات المغرب تعاني من مشاكل و ينتظرون تخرج اطر لاصلاح البلاد,-1,1
قال النبي صل الله عليه وسلم لو توكلتم على الله حق توكله لرزقكم كما يرزق الطير تغدو خماصا وتروح بطانا و لكم في قصة سيدنا سليمان و النملة خير دليل,0,0
هذا ما قيل و يحكى ايضا انهم سيقاطعون الامتحانات و مخاوف من سنة بيضاء,-1,0
يحكى أن مامادو عاد الى وطنه بعد تهديدات الرئيس بخلع الجنسية الى الأبد كم انت قاسية يا إفريقيا,-1,0
القهر و الظلم,-1,0
امين يا رب العالمين,1,0
لا ما تفكير ما تا وزة هذا الرجال طوب و حجر كما النساء,0,1
يا رب لك الحمد حمدا يليق بوجهك الكريم,1,0
و قل رب ارحمهما كما ربياني صغيرا اللهم اغفر لوالدي وارحمه واجعله من عتقائك من النار في هذا الشهر الفضيل يا حي ياقيوم اللهم نقه من الذنوب و الخطايا كما ينقى الثوب الابيض من الدنس اللهم اجعل قبره روضة من رياض الجنة امين و جميع موتى المسلمين,1,0
كل عمل المحبوب محمود,1,0
اللهم امين,0,0
لعمري ما ضاقت بلاد بأهلها ولكن أخلاق الرجال تضيق,-1,1
و اجمل ما فيه حواره مع المجنون,1,0
بصفتي مغربي اعلن تضامني المطلق و الصريح مع ابناء الشعب و اعلن مقاطعتي لمهرجان الذل و الفساد موازين تحياتي,1,0
سعيد بمروركم,1,0
بارك الله فيكم,1,0
اصبت اخي الكريم فيه شفاء لكم,1,0
لا تجعلن رمضان شهر فكاهة تلهيك فيه من القبيح فنونه واعلم بأنك لاتنال قبوله حتى تكون تصومه وتصونه,-1,0
يقول احد اطباء النفس استقبلت جميع الحالات الا حافظ,0,0
نموت نموت كي يحيا الوطن يحيا لمن نحن الوطن إن لم يكن بنا كريما آمنا ولم يكن محترما ولم يكن حرا فلا عشنا ولا عاش الوطن,1,0
تماما امين و ان يبعد عنا البخل و الكسل,1,0
الله يجازيك,1,0
من اجمل ما قيل تعبير راائع بوركتم,1,0
و قل استغفروا ربكم انه كان غفارا استغفر الله العظيم و اتوب اليه,1,0
بالفعل الحزن درجات ارى ان اصعبهاهي الصدمة التي تسبب الجمود,-1,0
اللهم امين و جميع مرضى المسلمين,0,0
لو سألتكم عن افضل كاتب قرأتم له هل من نصائح,0,0
اللهم اميين و لك بالمثل اخي,1,0
مرحبا خويا,1,1
تفسير القران عندو ماليه المهم الكلمة في شرحها العام تعني التراب المبلل,0,1
و الثرى هو التراب المبلل,0,0
ان كنت تقصد الثرى فهو الارض نقول وراه الثرى اي دفنه في الارض و الله اعلم,0,0
و لله الحمد و المنة,1,0
فعلا الكل يطالب بتغيير حالنا و التحسن في شتى المجالات اقول لن يتغير حالنا ما دمنا لم نستقل بتفكيرنا و عقليتنا و معاملاتنا و و و استقلالنا بعقليتنا و منهجنا سبيل خلاصنا,0,0
تستحق التامل لماذا نفوسنا ترتاح في رمضان الجواب لانها صرفت في الغاية التي خلقت من اجلها,1,0
ان مستوى ما يتردد على لسانك من كلمات للتعبير يعود لما زرعته في قلبك وعقلك فإن كان الزرع جيد النوعية والمذاق كانت الكلمات على لسانك مذاقها طيب وجيد,1,0
شحال ف الساعة مثلا و لا هادي حتى هي قديمة,0,1
صلوات ربي و سلامه عليه,0,0
اللهم امين يا رب العالمين,1,0
الكل شاهد الفيديو الدي يظهر فيه رجل شرطةو هو يسب ويشتم المواطن الضعيف المقهور بكلمات مخلة بالاخلاق رغم توسل الاخير من تقبيل في اليد والحداء لكن الشرطي لم يبالي بدلك بل واصل السب رغم تدخل الحموشي كما قيل هل رايتم او سمعتم قدوم لجنة لمنزل المواطن لاجبار خاطره كما فعل مع التلميذة,-1,0
نحن في زمن الثبات فيه على الحق احر من الجمر,-1,0
صحيح المسلم الحق من سلم الناس من يده و لسانه حنا بغينا غير الخير لهاد البلاد و ما بغيناش ندخلو لعالم الطائفية اللي دمر اغلب البلدان العربية لهدا سنتمسك بعقيدتنا و ندعو لهم بالهداية,1,1
رغم دلك متمسكون بعقيدتنا الله يهدي ما خلق,1,1
رسالة شكر وتقدير إلى كل أم وأخت وإبنة تعبت في إعداد مائدة الإفطار لأسرتها وما جزاء الإحسان إلا الإحسان فأحسنوا بالكلمة الطيبة والقول الجميل,1,0
عرفتي مئات الاسئلة كتجول ف راسي بخصوص هاد المسالة يدفنون علماء السنه و الحق و يمجدون الصوفية و المتصوفين,-1,0
دولة امارة المؤمنين تتبع منهج صوفي محض حسبنا الله و نعم الوكيل,-1,0
والله كلما شفتها كنحس بالظلم و الحكرة و يريدون اصلاح التعليم التعليم لن يصلح معا هاد الجيل جيل خصاه التربية الا من رحم ربي,-1,1
اميين و ما يبقيه في دلك المكان الا لكونه يسلك دلك الطريق,0,0
زعما ما بغاوش هاد الزوايا و الاضرحة تنقرض و تندثر يعني غ يبقاو محافظين عليها من الزوال,1,1
صرح وزير الأوقاف أن وزارته تنفق أزيد من مليار سنتيم على الأضرحة والزوايا في إطار الهبات التي تقدمها سنويا إلى القائمين عليها من أجل الاعتناء بها وصيانتها والحيلولة دون زوالها معا من اجل الغاء تعاقد الاولياء الاموات,-1,0
اللهم اميين,0,0
اللهم امين يا رب العالمين,0,0
هاد المسالة ديال ضرب الاقتصاد الوطني في الصميم,1,1
تحياتي تقبل الله صيامكم,1,0
جميل ولكن الا ترى ان ما يقوم به الشعب صائب,1,0
الانهاك اختي يقدر تنسيك فيه ابتسامة ممن تهتمين لامرهم ابنتك مثلا مجرد رؤيتها سعيدة سيتلاشى كل التعب و الانهاك,1,1
تماما,1,0
ف هدك القساوة فاش كاينا الحلاوة لانها توريك الطريق الصحيح اما الى كانت ميسرة و هينة تشك واش نتا نيت على الطريق الصحيح و لا لا,1,1
فعلا لكن الانسان يدير اللي عليه و الحاجة اللي مقدرة فما عندو عليها هروب لاننا نؤمن بالقدر خيره و شره,0,1
جميل شكرا ساضيفها الى معلوماتي,1,0
الحياة درووس و الخاسر من لم يتعلم منها,0,0
و كفى بالله وكيلا,1,0
و السلام الناس تحب تتفرج و تتعجب و تتشفى,1,1
يا اخوتي لازم تكون عندك ديما الخطة ماشي ديما تسلم الجرة,0,1
امين شكرا,1,0
دمتم ضاحكين,1,0
لا و الله اؤمن ان القادم احلى باذن الله,1,0
اصلا اسرار الزوجية ما خاصش يعلم بها حد اخر من غير الزوجين,0,1
امين يارب,1,0
هاد وقع الصدمة انا اللي قلتها,-1,1
امين,1,0
الناس تهتم بما تقوله الناس اصل المشاكل,-1,0
صحيج و اتفق اللي بغيتيه لراسك بغيه للناس,1,1
النقاش يفيد و اذا ما افاد يخفف من وقع الصدمة,1,0
التفاهم و الاحترام وتقدير ما يقوم به كل طرف اساس الاستمرار,1,0
على قدر نية الانسان يرزق اللي مشا للزواج بنية الاستقرار و طاعة الله و تكوين اسرة و راحة البال فالله سيرزقه دلك واللي مشا بغرض اخر للترفيه و و و و فله ما راد,0,1
قريت هاد الخير فانفجرت ضاحكا لا ما تشوفيش هاد الجانب نسايه شوفي الجانب المشرق و الاستقرار,1,1
النساء تحب السيطرة,-1,0
ممممم مظلومات و ما خفي اعظم,-1,0
الله يستر هادي صدقت هي اللي قوامة على زوجها,-1,1
استغفر الله العظيم و اتوب اليه,1,0
امييين في امان الله,1,0
سوق النسا صعيب الله يحد الباس,-1,1
الواحد مزيان يكون عندو شي حد يخوي عليه قلبو لكن وجب الحذر,0,1
لا حول ولا قوة الا بالله,0,0
رحمة الله وسعت كل شيء,1,0
صورة توضح بشاعة ما وصلنا اليه اخلاقيا رجل في مكانته لم يشفع له تاريخه كي يعامل معاملة كريمة زمن يصدق فيها الخائن و يكذب الصادق,-1,0
باش يديرو ما بغاو فهاد البلد السعيد,-1,1
الى يضحك عليك بنادم تعيق ليه و لكن الى يضحك عليك راسك هي اللي صعيبة,-1,1
صلوات ربي و سلامه عليه,1,0
نعم هدا قصدي ان يكون الشخص طيب و يبتليه الله بواحد ليس بطيب يعني ابتلاء من الله لهدا الشخص لان الله ادا احب احدا ابتلاه انا ايضا اؤمن بالاية لكن هناك استثناءات,1,1
اعلم و انا شرحت الموقف فقط,0,0
امييين,0,0
دبا يتحملو عواقب ما صنعو,-1,1
الللهم اغفر له و ارحمه و ارزق اهله الصبر و السلوان,1,0
اوا توكلي فيه على الله لعل و عسى يسلم على يدك,1,1
الثورة التكنولوجيا اصبحت بقدرة قادر في مصلحة قضايا الشعب,1,0
مقاطعون و على العهد باقون,1,0
اميين يا رب العالمين,0,0
يعني انا عندي حساب واحد اللي هو هداا اما هداك الحساب الاخر فاني لا اعرف صاحبه و لا تربطني به علاقة تحياتي,0,1
سعيد لمروركم,1,0
امين وجميع بلاد المسلمين,1,0
الله يبارك فيك تقبل الله منا و منكم اختي انا لا علاقة لي بحساب,1,0
معك حق و الله يشجع المشاغبين من المتعلمين على التمرد على معلميهم,-1,0
من فضائل رمضان علينا التقليل من خلطة الناس وأخذ حظ من العزلة وأفضل ما تكون في المرابطة في المسجد وانتظار الصلاة بعد الصلاة,1,0
احكي سرك للغريب حتى واذا محافظش عليه ينشرو بعيد على دوارك ولا تحكي سرك للقريب كي ينشرو يجيبلك العيب لباب دارك,0,1
هادي راه خاصك تكتبي معاها المرجو عدم محاولة تجريبها,-1,1
على سلامتها و الله يحفظها لامها و عائلتها,1,1
في غرفة تعمها الظلماء لم يبق سوى ضوء شاشة هاتفي منير وانا متصل بالأنترنيت أتصفح هدا العالم الغامض حتى لمح بصري منشور يتحدث على ان الفتاة قد تم ايجادها ولله الحمد لهدا اقول لامها وعائلتها على سلامة بنيتكم اوجه شكرخاص لكل الاحرار اللي ساهموفي ايجادها بنشر الخبر على اوسع نطاق,1,0
في أمان الله,1,0
عيب النفس في كثر الخطايا وعيب العين من قلة النوم وعيب العقل في موت الخلايا وعيب الڨلب دسان الهموم وعيب الروح في خبث النوايا,-1,0
هادوك الناس دارو العدل هو الدستور ديالهم و الله ينصر الدولة العادلة و لو كانت كافرة كما قيل,1,1
الله المعين ا ختي و الله يهدي الجميع,1,0
اتفق معك و هدا قمة النضج الاخلاقي الغرب فاتونا لانهم يتعاملون بمصداقية,1,1
اللهم امين يا رب العالمين,0,0
امييين نتي غ كافحي و حسني النية بالله و الله ما يخيب من كان همه الصلاح,1,1
اهم حاجة الوالدين ما يفرطو و ما يستسلمو لانهم اساس تربية الابناء و الله كنشوف شي نمادج كيفرحو و الله كنقول مع راسي غ اللي ما بغا يربي و لادو و صافي,1,1
النفاق في الحياة في المعاملة في بزاف ديال المواضع,-1,1
رضي الله عنه و ارضاه,1,0
و ما يزيد من وقاحة المشهد هو خروج الاعلام و النيابة عوض التريث و النظر في القضية بعين الحياد لنصرة الحق و ف البلايض اللي بغيناهم يخرجو فيهم و يتدخلو بسرعة يختبؤون النفاق بعينه,-1,1
في الاتحاد قوة يا شعب,1,0
هل تعلمون ان باص المدرسة في امريكا عندما يقف لينزل التلاميد تتوقف جميع السيارات خوفا على سلامة الاطفال,1,0
البلد بحاجة الى اطباء امثال كل التحية و التقدير سيدتي,1,0
اللهم امين,0,0
سؤال لو كنت مكان الاستاذ كيف ستتصرف مع التلميذة,0,0
سياتي يوم يعرفون فيه انك نعمة عليهم,1,0
ياااا رب اميين,0,0
العنف طريق لا يسلكه الا الفاشلون الجامعة فضاء لتحصيل العلم و التباري بالافكار و ليست مكان للاقتتال و تصفية الحسابات رحم الله ضحية المواجهات الدامية و رزق اهله الصبر و السلوان صحراوي امازيغي ريفي للدم حرمة على المسلم,-1,0
اللهم امين,0,0
تماما هو هذا,1,1
و الله الى راائع هادوك الناس لا يضعون الكيان الصهيوني في الاعتبار,1,1
من عرفه فليدعوا له بالرحمة,1,0
في امان الله لا تنسى السحور,1,0
أعجبني واحد الإعلان دانماركي على الخريطة ديال استفزوا فيه الكيان الصهيوني ياريت يكونوا اشهارات او إعلانات عربية مماثلة,1,1
لك الله يا مواطن و يا شعب,-1,0
